Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000690	2023	Stephen Ramsay	University of Nebraska-Lincoln	The Politics of Tools	000157	000211	000046	000172	000193	000685	000268	000216	000684	000224	https://digitalhumanities.org/dhq/vol/17/2/000690/000690.html
000691	2023	Simone Rebora	Johannes Gutenberg University Mainz	Sentiment Analysis in Literary Studies. A Critical Survey	000323	000703	000602	000159	000683	000595	000227	000265	000314	000313	https://digitalhumanities.org/dhq/vol/17/2/000691/000691.html
000692	2023	Karin van Es	Utrecht University	Unpacking tool criticism as practice, in practice	000685	000304	000184	000393	000668	000227	000494	000136	000411	000019	https://digitalhumanities.org/dhq/vol/17/2/000692/000692.html
000693	2023	Jason Boyd	Toronto Metropolitan University	Poetry as Code as Interactive Fiction: Engaging Multiple Text-Based Literacies in Scarlet Portrait Parlor	000046	000087	000325	000018	000707	000378	000155	000503	000104	000492	https://digitalhumanities.org/dhq/vol/17/2/000693/000693.html
000694	2023	Jerzy Wójcik	The John Paul II Catholic University of Lublin	Cluster Analysis in Tracing Textual Dependencies – a Case of Psalm 6 in 16th-century English Devotional Manuals	000025	000247	000012	000737	000033	000730	000683	000563	000023	000263	https://digitalhumanities.org/dhq/vol/17/3/000694/000694.html
000695	2024	Elina Leblanc	University of Geneva	Building an Interface as an Argument? The Case Study of Untangling the Cordel	000236	000448	000262	000061	000481	000233	000470	000525	000044	000135	https://digitalhumanities.org/dhq/vol/18/1/000695/000695.html
000696	2023	Annette Vee	University of Pittsburgh	BASIC FTBALL and Computer Programming for All	000699	000070	000168	000409	000433	000698	000128	000009	000160	000018	https://digitalhumanities.org/dhq/vol/17/2/000696/000696.html
000697	2023	Eugenio Biagini | Patrick Geoghegan | Hugh Hanley | Aneirin Jones | Huw Jones	University of Cambridge | Trinity College Dublin | University of Cambridge | University of Cambridge | University of Cambridge	Reconstructing historical texts from fragmentary sources: Charles S. Parnell and the Irish crisis, 1880-86	000588	000247	000454	000495	000627	000571	000333	000502	000709	000652	https://digitalhumanities.org/dhq/vol/17/3/000697/000697.html
000698	2023	Daniel Temkin	Bard College	The Less Humble Programmer	000409	000696	000699	000157	000337	000211	000049	000074	000308	000702	https://digitalhumanities.org/dhq/vol/17/2/000698/000698.html
000699	2023	Jon Corbett	Simon Fraser University	ᐊᒐᐦᑭᐯᐦᐃᑲᓇ ᒫᒥᑐᓀᔨᐦᐃᒋᑲᓂᐦᑳᓂᕽ | acahkipehikana mâmitoneyihicikanihkânihk | Programming with Cree# and Ancestral Code: Nehiyawewin Spirit Markings in an Artificial Brain	000491	000314	000327	000307	000409	000696	000355	000325	000337	000308	https://digitalhumanities.org/dhq/vol/17/2/000699/000699.html
000700	2023	Lai-Tze Fan	University of Waterloo	Reverse Engineering the Gendered Design of Amazon’s Alexa: Methods in Testing Closed-Source Code in Grey and Black Box Systems	000573	000310	000304	000202	000160	000510	000211	000224	000216	000157	https://digitalhumanities.org/dhq/vol/17/2/000700/000700.html
000701	2023	Jennifer C. Edmond | Alejandro Benito Santos | Michelle Doran | Roberto Therón | Michał Kozak | Cezary Mazurek | Eveline Wandl-Vogt | Aleyda Rocha Sepulveda	Trinity College Dublin | University of Salamanca | Digital Repository of Ireland | University of Salamanca | Backbase | Institute of Bioorganic Chemistry of the Polish Academy of Sciences | Austrian Academy of Sciences | Austrian Academy of Sciences	Making the Whole Greater than the Sum of its Parts: Taxonomy development as a site of negotiation and compromise in an interdisciplinary software development project	000179	000336	000163	000628	000213	000597	000443	000178	000077	000112	https://digitalhumanities.org/dhq/vol/17/3/000701/000701.html
000702	2023	Barry Rountree | William Condee	Lawrence Livermore National Laboratory | Ohio University	Nonsense Code: A Nonmaterial Performance	000308	000307	000149	000698	000503	000409	000707	000018	000157	000696	https://digitalhumanities.org/dhq/vol/17/2/000702/000702.html
000703	2023	Ophir Münz-Manor | Itay Marienberg-Milikowsky	The Open University of Israel | Ben-Gurion University of the Negev	Visualization of Categorization: How to see the wood and the trees	000178	000075	000173	000061	000414	000675	000337	000500	000469	000031	https://digitalhumanities.org/dhq/vol/17/3/000703/000703.html
000704	2023	Dominik Gerstorfer | Evelyn Gius | Janina Jacke	Technical University of Darmstadt | Technical University of Darmstadt | Kiel University	Working on and with Categories for Text Analysis: Challenges and Findings from and for Digital Humanities Practices	000097	000211	000135	000140	000188	000216	000171	000656	000005	000253	https://digitalhumanities.org/dhq/vol/17/3/000704/000704.html
000705	2023	John Cayley	Brown University	Computational art Explorations of Linguistic Possibility Spaces: comparative translingual close readings of Daniel C. Howe’s Automatype and Radical of the Vertical Heart 忄	000533	000688	000503	000317	000104	000239	000583	000675	000373	000137	https://digitalhumanities.org/dhq/vol/17/2/000705/000705.html
000706	2023	David M. Berry	University of Sussex	Tracing "Toxicity" Through Code: Towards a Method of Explainability and Interpretability in Software	000211	000112	000023	000202	000209	000157	000217	000335	000743	000543	https://digitalhumanities.org/dhq/vol/17/2/000706/000706.html
000707	2023	Zach Whalen	University of Mary Washington	"Any Means Necessary to Refuse Erasure by Algorithm:" Lillian-Yvonne Bertram’s Travesty Generator	000046	000325	000492	000702	000506	000157	000693	000087	000165	000029	https://digitalhumanities.org/dhq/vol/17/2/000707/000707.html
000708	2023	Marlene Ernst | Sebastian Gassner | Markus Gerstmeier | Malte Rehbein	University of Passau | University of Passau | University of Passau | University of Passau	Categorising Legal Records – Deductive, Pragmatic, and Computational Strategies	000481	000627	000168	000029	000735	000426	000736	000456	000458	000003	https://digitalhumanities.org/dhq/vol/17/3/000708/000708.html
000709	2023	Samuel Pizelo | Arthur Koehl | Chandni Nagda | Carl Stahmer	UC Davis | UC Davis | University of Illinois at Urbana-Champaign | UC Davis	Project Quintessence: Examining Textual Dimensionality with a Dynamic Corpus Explorer	000067	000025	000184	000166	000337	000190	000563	000250	000159	000237	https://digitalhumanities.org/dhq/vol/17/3/000709/000709.html
000710	2024	Rada Varga | Stefan Bornhofen	Babeș-Bolyai University | CY Cergy Paris University	Graph based modelling of prosopographical datasets. Case study: Romans 1by1	000385	000335	000246	000475	000255	000252	000024	000396	000395	000629	https://digitalhumanities.org/dhq/vol/18/2/000710/000710.html
000711	2023	Claudia Resch | Nina C. Rastinger | Thomas Kirchmair	Austrian Academy of Sciences | Austrian Academy of Sciences | Austrian Academy of Sciences	From Semi-structured Text to Tangible Categories: Analysing and annotating death lists in 18th century newspaper issues	000236	000448	000262	000061	000481	000233	000470	000525	000044	000135	https://digitalhumanities.org/dhq/vol/17/3/000711/000711.html
000712	2023	Anselmo Matusse	Bloco 4 Foundation, Maputo, Mozambique	AR and Public Participation in Maputo City: An Exploratory Study	000236	000448	000262	000061	000481	000233	000470	000525	000044	000135	https://digitalhumanities.org/dhq/vol/17/4/000712/000712.html
000713	2023	Mark C. Marino | Jeremy Douglass	University of Southern California | University of California, Santa Barbara	Introduction: Situating Critical Code Studies in the Digital Humanities	000236	000448	000262	000061	000481	000233	000470	000525	000044	000135	https://digitalhumanities.org/dhq/vol/17/2/000713/000713.html
000714	2023	John Ryan | Lydia Hearn | Paul Longley Arthur	Southern Cross University | Edith Cowan University | Edith Cowan University	The Digital Environmental Humanities (DEH) in the Anthropocene: Challenges and Opportunities in an Era of Ecological Precarity	000701	000112	000163	000023	000013	000209	000509	000336	000233	000470	https://digitalhumanities.org/dhq/vol/17/3/000714/000714.html
000715	2023	Alex Kinnaman | Corinne Guimont	Virginia Tech | Virginia Tech	DH as Data: Establishing Greater Access through Sustainability	000670	000509	000473	000038	000600	000179	000470	000321	000061	000483	https://digitalhumanities.org/dhq/vol/17/3/000715/000715.html
000717	2023	Shoji Yamada	International Research Center for Japanese Studies	Unveiling the Editing Process of Japanese Demons Picture Scrolls: How Digital Humanities Played a Role in Developing a New Theory in Art History	000280	000332	000678	000041	000368	000357	000185	000011	000259	000194	https://digitalhumanities.org/dhq/vol/17/4/000717/000717.html
000718	2024	Ana Quiring	University of Missouri — St. Louis	Fingerprints of British Book History: A Feminist Labor History of EEBO	000631	000362	000465	000220	000370	000199	000519	000288	000151	000211	https://digitalhumanities.org/dhq/vol/18/1/000718/000718.html
000719	2023	Nathaniel Corley	Amherst College	Visualizing a Series: Aggregate Compositional Analysis of Botticelli's Commedia	000332	000276	000280	000400	000275	000294	000290	000384	000266	000675	https://digitalhumanities.org/dhq/vol/17/3/000719/000719.html
000720	2023	Michael Bender | Maria Becker | Carina Kiemes | Marcus Müller	Technical University of Darmstadt | University of Heidelberg | Technical University of Darmstadt | Technical University of Darmstadt	Category Development at the Interface of Interpretive Pragmalinguistic Annotation and Machine Learning: Annotation, detection and classification of linguistic routines of discourse referencing in political debates	000726	000727	000583	000729	000800	000263	000026	000123	000111	000309	https://digitalhumanities.org/dhq/vol/17/3/000720/000720.html
000721	2023	Crystal Hall | Lauren Tilton | Griffin Ng	Bowdoin College | University of Richmond | Bowdoin College	What Counts? Digital Humanities Pedagogy Seminars as Teaching	000167	000177	000077	000567	000233	000311	000119	000531	000334	000628	https://digitalhumanities.org/dhq/vol/17/4/000721/000721.html
000723	2024	František Válek | Jan Hajič , Jr.	National Library of the Czech Republic; Department of Philosophy and Religious Studies, University of Pardubice; Institute of Ancient Near Eastern Studies, Charles University | National Library of the Czech Republic; Masaryk Institute and Archive, Czech Academy of Sciences; Institute of Formal and Applied Linguistics, Charles University	Problems of Authorship Classification: Recognising the Author Style or a Book?	000126	000148	000146	000044	000317	000363	000152	000673	000108	000392	https://digitalhumanities.org/dhq/vol/17/4/000723/000723.html
000724	2023	Shanmugapriya T	University of Toronto Scarborough	Developing Computational Models for Formalizing Concepts in the British Colonial India Corpus	000730	000291	000342	000023	000244	000734	000250	000034	000035	000042	https://digitalhumanities.org/dhq/vol/17/3/000724/000724.html
000725	2023	C. M. Sperberg-McQueen | Claus Huitfeldt	Black Mesa Technologies LLC | University of Bergen	Are Ontologies Trees or Lattices?	000727	000431	000111	000078	000800	000726	000123	000720	000026	000145	https://digitalhumanities.org/dhq/vol/17/3/000725/000725.html
000726	2023	Sandra Balck | Ingo Frank | Hermann Beyer-Thoma | Anna Ananieva	Leibniz Institute for East and Southeast European Studies (IOS) Regensburg | Leibniz Institute for East and Southeast European Studies (IOS) Regensburg | Leibniz Institute for East and Southeast European Studies (IOS) Regensburg | Leibniz Institute for East and Southeast European Studies (IOS) Regensburg	Interlinking Text and Data with Semantic Annotation and Ontology Design Patterns to Analyse Historical Travelogues	000111	000123	000026	000727	000069	000583	000028	000720	000725	000056	https://digitalhumanities.org/dhq/vol/17/3/000726/000726.html
000727	2023	Angelika Zirker | Michael Göggelmann	University of Tübingen | University of Tübingen / University of Cologne	Case Study: Annotating the ambiguous modality of "must" in Jane Austen’s Emma	000387	000148	000141	000323	000063	000123	000478	000703	000589	000193	https://digitalhumanities.org/dhq/vol/17/3/000727/000727.html
000728	2023	Mareike Schumacher | Marie Flüh	University of Regensburg | Hamburg University	Made to Be a Woman: A case study on the categorization of gender using an individuation-based approach in the analysis of literary texts	000259	000562	000263	000041	000043	000276	000442	000029	000526	000709	https://digitalhumanities.org/dhq/vol/17/3/000728/000728.html
000729	2024	Markus Pluschkovits	University of Vienna	Annotating German in Austria: A Case-study of manual annotation in and for digital variationist linguistics	000251	000495	000676	000183	000648	000454	000181	000469	000683	000012	https://digitalhumanities.org/dhq/vol/17/3/000729/000729.html
